regiao,estado,municipio,codigo_mun,capital,porte,populacao,area,densidade_dem,pib,pib_pc,participacao_transf_receita,servidores,comissionados,comissionados_por_servidor,perc_pop_econ_ativa,taxa_empreendedorismo,anos_estudo_empreendedor,jornada_trabalho,gasto_pc_saude,hab_p_medico,exp_vida,gasto_pc_educacao,exp_anos_estudo,nota_ciencias,nota_humanas,nota_linguagem,nota_mat,nota_redacao,idhm,ranking_igm,indice_governanca
SUDESTE,ES,ARACRUZ,3200607,0,Médio porte,"96,746","1,423.87",57.5,5214973.56,56955.65,58.0,2439.0,286.0,12%,1.05,0.18,8.04737019597637,42.441799892455,656.78,,75.26,957.77,10.26,494.2508313539191,542.9907363420433,520.793532934132,507.5565269461071,542.7065868263472,0.737,80º,0.6559999999999999
SUL,SC,MODELO,4210902,0,Pequeno porte 1,"4,181",91.11,44.4,129076.12,31125.18,75.0,112.0,25.0,22%,1.29,0.39,6.97432186024276,46.5829951934524,927.95,2079.0,78.17,735.53,11.1,474.1176470588235,514.0647058823531,497.9333333333333,485.15757575757584,472.1212121212122,0.757,81º,0.6559999999999999
SUL,RS,ARROIO DO MEIO,4301008,0,Pequeno porte 2,"20,162",157.96,118.9,835344.35,42206.16,76.0,100.0,80.0,80%,1.32,0.24,7.580150638184008,47.4730135648921,474.09,1106.83333333333,76.62,784.26,9.87,511.5280303030301,561.0204545454545,543.1046153846152,541.5315384615385,589.8461538461537,0.778,82º,0.655
SUL,SC,CHAPADAO DO LAGEADO,4204194,0,Pequeno porte 1,"2,933",124.76,22.1,66530.06,23173.13,85.0,124.0,27.0,22%,1.29,0.54,5.27382523234897,48.1398800165209,759.95,723.0,74.95,1143.41,9.92,451.80312500000014,501.42500000000007,480.5290322580643,466.92258064516136,537.4193548387096,0.623,83º,0.655
SUL,PR,PATO BRAGADO,4118451,0,Pequeno porte 1,"5,369",135.29,35.6,111427.49,21552.71,46.0,231.0,47.0,20%,1.24,0.31,6.833119938564921,47.4384934410202,956.02,,73.42,924.26,10.46,474.65757575757567,524.3727272727273,493.7264705882353,482.86176470588236,430.5882352941177,0.726,84º,0.655
SUL,PR,MARINGA,4115200,0,Grande porte,"403,063",487.05,733.1,13733657.42,35602.21,50.0,10717.0,331.0,3%,1.15,0.25,10.0710638737824,42.3746129648845,792.21,2701.36551724138,76.1,449.09,11.37,507.9080862533693,560.6159029649599,541.3563917525776,522.5975945017179,578.4501718213057,0.871,85º,0.654
CENTRO-OESTE,GO,BARRO ALTO,5203203,0,Pequeno porte 1,"10,235","1,093.25",8,549617.44,57216.06,58.0,570.0,72.0,13%,1.07,0.18,7.180863238688789,41.5363508629746,904.59,755.384615384615,76.21,1564.05,10.91,452.06833333333344,505.65999999999985,496.39661016949145,468.4881355932203,482.03389830508485,0.7140000000000001,86º,0.654
SUDESTE,SP,SAO JOSE DOS CAMPOS,3549904,0,Grande porte,"695,992","1,099.41",573,27401017.04,40699.31,55.0,7614.0,750.0,10%,1.07,0.18,9.506798298290619,40.7021726979236,765.51,1091.40384615385,76.27,726.89,10.92,511.7142662580858,566.6367211440245,553.2606791932441,545.9299603516629,589.6019651784175,0.8690000000000001,87º,0.654
CENTRO-OESTE,GO,CERES,5205406,0,Pequeno porte 2,"22,034",214.32,96.7,386510.59,17851.03,75.0,453.0,171.0,38%,1.1,0.24,8.27060749999392,42.6438138557217,1649.24,2722.75,75.49,468.95,10.77,502.1520987654321,551.518765432099,535.6624060150374,524.3411027568916,591.0275689223057,0.792,88º,0.653
SUDESTE,RJ,RIO DE JANEIRO,3304557,1,Grande porte,"6,498,837","1,200.18","5,265.80",282538826.91,43941.25,28.0,97320.0,2140.0,2%,1.0,0.21,10.0798302192241,39.3514727127603,569.56,1301.40794515023,75.69,583.42,9.39,508.8724330086743,568.8392765421299,550.4159123228527,533.5061123915036,600.8862109547392,0.85,89º,0.653
SUL,RS,MONTE BELO DO SUL,4312385,0,Pequeno porte 1,"2,696",69.6,39.1,100293.03,36872.44,83.0,95.0,18.0,19%,1.21,0.6,5.768560605427459,42.5770436358292,1083.81,904.0,76.13,1239.78,11.1,501.05625,542.2625,533.0625,507.80624999999986,600.0,0.737,90º,0.653
SUDESTE,SP,PRESIDENTE PRUDENTE,3541406,0,Grande porte,"223,749",560.64,368.9,5729554.72,26167.13,51.0,3881.0,158.0,4%,1.07,0.23,9.9569390521618,42.2735015173117,431.49,1480.53020134228,76.49,593.11,11.15,487.3571167883202,544.1989507299276,531.9039503904463,507.461874138724,553.9085898024805,0.866,91º,0.653
SUL,RS,VILA FLORES,4323309,0,Pequeno porte 1,"3,373",107.82,29.7,139185.52,41659.84,74.0,117.0,18.0,15%,1.18,0.27,6.76419268723963,45.3282585887123,964.31,372.555555555556,77.04,975.04,9.79,468.095238095238,551.7476190476192,538.6761904761905,510.38571428571436,596.1904761904761,0.7140000000000001,92º,0.652
SUL,RS,SERIO,4320453,0,Pequeno porte 1,"2,216",100.36,22.9,35207.63,15462.29,78.0,90.0,18.0,20%,1.46,0.7,5.24779889802205,47.386362441469096,1374.74,2256.0,75.82,908.18,8.89,505.4,545.4333333333333,525.75,488.1,580.0,0.499,93º,0.652
SUDESTE,ES,PIUMA,3204203,0,Pequeno porte 2,"21,030",74.82,242.2,446855.58,22251.55,78.0,682.0,226.0,33%,1.01,0.33,7.609605547731959,44.25649301968289,733.27,1568.84615384615,76.11,1104.82,9.04,488.72064220183455,543.9788990825692,524.9787037037042,491.8476851851853,552.5925925925926,0.6779999999999999,94º,0.652
SUL,PR,LONDRINA,4113700,0,Grande porte,"553,393","1,652.57",306.5,15930758.04,29634.98,44.0,9758.0,102.0,1%,1.09,0.23,9.63053594725702,42.2416552833033,858.19,1245.41972477064,75.19,473.88,10.35,501.7946741573026,558.7599325842701,543.8760342038353,525.4345736075808,559.1169401432862,0.8,95º,0.652
SUDESTE,RJ,PIRAI,3304003,0,Pequeno porte 2,"28,088",505.38,52.1,1345799.14,49276.82,69.0,1816.0,328.0,18%,0.91,0.17,7.761427373834009,39.1364614412991,1503.7,574.5625,73.16,1218.88,9.06,456.31025641025633,530.9145299145299,518.7973684210526,461.62192982456116,527.3684210526316,0.632,96º,0.652
SUDESTE,SP,CUBATAO,3513504,0,Grande porte,"127,887",142.88,830.9,7722279.59,61690.39,54.0,4118.0,152.0,4%,0.98,0.13,7.871927156429582,41.9350143256086,1390.15,643.392857142857,74.23,1691.02,10.1,483.1120481927716,548.7031763417302,537.5681306306308,498.04346846846886,548.6452702702703,0.7020000000000001,97º,0.6509999999999999
SUL,RS,CANOAS,4304606,0,Grande porte,"342,634",131.1,"2,470.20",11451934.11,33828.32,65.0,4037.0,485.0,12%,1.04,0.22,8.79871713177903,42.61998042994721,1131.06,2741.76612903226,76.83,545.1,9.89,487.19981949458486,551.1190433212998,533.3563594470044,510.3265437788021,543.5852534562212,0.733,98º,0.65
SUL,SC,ARVOREDO,4201653,0,Pequeno porte 1,"2,266",90.77,24.9,53488.78,23449.71,82.0,109.0,13.0,12%,1.44,0.55,5.39618775515983,56.921636045004796,1333.4,1138.0,75.5,1066.95,12.01,468.3043478260871,508.5782608695652,520.9095238095239,515.0857142857142,517.1428571428571,0.649,99º,0.65
SUDESTE,SP,VOTUPORANGA,3557105,0,Médio porte,"92,032",420.7,201.2,2145028.64,23909.36,55.0,1924.0,162.0,8%,1.12,0.22,9.20241938791435,42.744326065827295,535.83,822.8,76.44,547.9,11.17,498.34491899852725,550.6575846833573,539.9438805970149,520.8538805970153,574.7462686567164,0.828,100º,0.65
NORTE,TO,LAJEADO,1712009,0,Pequeno porte 1,"3,059",322.49,8.6,43355.27,14666.87,98.0,166.0,81.0,49%,0.93,0.18,5.64537414486828,39.440381968196796,1667.54,598.2,72.89,1765.94,8.18,456.8911764705883,496.92352941176455,490.5375,441.353125,501.875,0.5539999999999999,101º,0.65
SUDESTE,MG,UBERLANDIA,3170206,0,Grande porte,"669,672","4,115.21",146.8,25774947.44,39857.78,54.0,13123.0,818.0,6%,1.12,0.22,9.210696151026367,43.140318243241,695.42,6749.28865979381,78.09,540.86,9.92,501.9911107038131,558.6925219941359,538.1175144400972,526.9831749580799,594.6025712688653,0.826,102º,0.649
SUL,SC,ITUPORANGA,4208500,0,Pequeno porte 2,"24,343",336.93,66,592330.76,25216.29,73.0,475.0,55.0,12%,1.25,0.43,6.04007858292171,46.7240779519955,475.89,880.62962962963,77.58,672.77,9.05,463.1195454545455,527.8354545454544,516.0064220183489,490.55504587155997,524.802752293578,0.728,103º,0.649
SUL,RS,RIOZINHO,4315750,0,Pequeno porte 1,"4,590",239.56,18.1,104156.54,22987.54,76.0,134.0,21.0,16%,1.29,0.19,5.53016325279076,42.5887993303021,650.48,569.0,78.11,784.96,9.57,444.39999999999986,526.2333333333332,522.075,492.23214285714295,522.1428571428571,0.52,104º,0.648
SUDESTE,SP,JUMIRIM,3525854,0,Pequeno porte 1,"3,190",56.69,49.4,63924.54,21013.99,77.0,152.0,28.0,18%,1.2,0.16,8.32958075498371,44.6291204779041,945.49,515.333333333333,76.75,1561.2,9.81,465.09090909090907,504.3272727272727,518.98,526.8,486.0,0.711,105º,0.648
SUDESTE,RJ,PARATY,3303807,0,Pequeno porte 2,"40,975",925.39,40.6,3153152.66,79960.25,79.0,1339.0,248.0,19%,1.04,0.3,7.3674995126318015,40.6405892749521,1318.58,298.246268656716,75.52,895.69,7.92,497.4230769230768,558.9706959706963,539.8157303370782,510.6955056179775,562.1722846441947,0.597,106º,0.648
NORTE,TO,ARAGUAINA,1702109,0,Grande porte,"173,112","4,000.42",37.6,2878033.2,17539.04,69.0,2709.0,245.0,9%,0.99,0.23,8.133151795981309,42.4614056351861,448.96,,74.23,564.24,10.05,472.2111801242234,518.7205533596835,503.9024985473561,474.2764090644978,528.9285299244625,0.737,107º,0.648
SUL,RS,HARMONIA,4309555,0,Pequeno porte 1,"4,630",44.76,95,99072.38,21933.23,70.0,132.0,28.0,21%,1.25,0.35,6.980679560559009,46.219928260356504,712.32,759.5,75.47,911.1,9.73,482.63611111111123,557.6277777777776,530.588888888889,536.1611111111113,551.1111111111112,0.73,108º,0.648
SUL,PR,ARAUCARIA,4101804,0,Grande porte,"135,459",469.24,253.9,7360424.53,56965.26,55.0,4459.0,293.0,7%,1.09,0.18,7.06600658935042,44.3549340037582,1038.09,710.032432432432,76.11,1160.13,10.4,475.8774315391879,539.5046270066093,526.7113924050637,490.6643622200586,525.9396299902629,0.7090000000000001,109º,0.647
SUDESTE,MG,UBERABA,3170107,0,Grande porte,"325,279","4,523.96",65.4,10882906.5,34509.47,56.0,5272.0,590.0,11%,1.1,0.22,9.22453743262802,44.429205571606204,620.18,821.682989690722,75.71,489.12,9.94,498.15078979343855,550.0281895504237,535.7249691991783,519.9684599589334,567.517453798768,0.785,110º,0.647
SUL,RS,IBIRUBA,4310009,0,Pequeno porte 2,"20,300",607.54,31.8,919232.88,45696.6,71.0,486.0,49.0,10%,1.23,0.33,7.468349907431572,43.394109830004304,602.57,1681.75,75.88,680.95,10.1,516.1633540372671,564.3683229813665,547.5624999999999,545.5625,587.375,0.768,111º,0.647
SUL,SC,BRACO DO TROMBUDO,4202859,0,Pequeno porte 1,"3,682",90.32,38.3,151523.84,42101.65,83.0,171.0,11.0,6%,1.28,0.3,5.25847286191275,44.0580264198035,951.14,725.4,77.99,1236.23,10.49,497.7470588235295,546.1588235294118,534.8294117647059,510.3647058823529,562.3529411764706,0.804,112º,0.647
SUL,SC,IOMERE,4207577,0,Pequeno porte 1,"2,899",113.75,24.1,96648.23,34007.12,88.0,79.0,21.0,27%,1.21,0.41,6.8392393680997685,40.0773682245604,1182.72,2861.0,78.44,1477.43,10.43,483.7866666666667,536.5333333333333,546.4785714285715,526.7499999999999,532.8571428571429,0.84,113º,0.647
SUL,SC,SAO JOSE,4216602,0,Grande porte,"236,029",150.45,"1,376.80",7683345.94,34181.78,48.0,2945.0,453.0,15%,1.17,0.21,9.21664381462009,42.53020310050661,373.28,1813.97619047619,77.81,604.87,10.52,502.2179818268775,555.495648015303,539.5104035002429,518.4627613028688,554.1570247933885,0.8740000000000001,114º,0.6459999999999999
SUDESTE,SP,ORINDIUVA,3534203,0,Pequeno porte 1,"6,614",247.38,22.9,338268.61,54174.99,74.0,270.0,10.0,4%,1.08,0.13,8.506423183986652,48.3498919638185,1118.77,424.666666666667,74.42,1245.04,11.38,462.29791666666665,516.6270833333333,511.9565217391304,474.06086956521744,516.9565217391304,0.773,115º,0.6459999999999999
SUL,SC,BALNEARIO PICARRAS,4212809,0,Pequeno porte 2,"21,253",99.42,171.8,467141.73,24167.92,53.0,330.0,64.0,19%,1.04,0.34,7.93768943749089,43.8829357033449,583.75,,77.15,904.22,9.2,464.716853932584,511.5719101123597,502.27853107344635,464.0440677966104,504.5197740112994,0.747,116º,0.6459999999999999
SUL,RS,IMIGRANTE,4310363,0,Pequeno porte 1,"3,152",73.69,41.2,167668.25,53482.7,81.0,102.0,21.0,21%,1.36,0.43,5.9355387757927,51.7579111704209,1088.94,3141.0,75.61,1357.3,9.83,476.9,524.81875,507.7642857142857,499.3642857142858,491.4285714285714,0.716,117º,0.6459999999999999
SUDESTE,SP,MAUA,3529401,0,Grande porte,"457,696",61.91,"6,741.40",10220779.69,23012.73,59.0,4078.0,547.0,13%,1.03,0.15,7.92489258407351,42.12496668879,526.07,1481.10891089109,76.13,291.23,10.65,465.287841658812,532.8647502356267,528.1020519397229,480.8849310676492,519.213209361975,0.7709999999999999,118º,0.645
CENTRO-OESTE,MS,CAMPO GRANDE,5002704,1,Grande porte,"863,982","8,092.95",97.2,20674987.66,24839.24,54.0,16781.0,501.0,3%,1.11,0.24,9.291949142435383,41.4070694875871,1131.96,448.706758914316,75.62,777.54,10.93,488.5814347925746,543.2819734127846,529.9503912180332,508.4620810463616,564.1451594067497,0.8140000000000001,119º,0.644
SUDESTE,SP,OLIMPIA,3533908,0,Médio porte,"53,702",802.56,62.3,1478177.2,28075.54,53.0,1628.0,106.0,7%,1.06,0.18,8.940281844436301,43.7866708961028,609.24,869.016393442623,77.02,705.04,10.43,483.67818696883836,538.9501416430594,536.2486956521739,503.729565217391,538.7246376811594,0.7879999999999999,120º,0.644
SUL,RS,FAZENDA VILANOVA,4308078,0,Pequeno porte 1,"4,148",84.79,43.6,102654.11,25708.52,85.0,126.0,26.0,21%,1.27,0.29,5.777933297185099,48.2346827431328,774.03,,75.45,1190.24,9.11,455.8235294117647,510.94705882352935,503.1529411764706,474.29411764705884,488.2352941176471,0.609,121º,0.644
SUL,RS,CAPIVARI DO SUL,4304671,0,Pequeno porte 1,"4,320",412.72,9.4,177229.35,42429.82,80.0,212.0,19.0,9%,1.04,0.25,8.69262871008506,48.40420434187001,1073.89,,75.17,1141.23,8.49,459.2090909090911,529.8363636363637,523.64,489.94000000000005,524.4444444444445,0.7709999999999999,122º,0.644
SUDESTE,SP,SERTAOZINHO,3551702,0,Grande porte,"121,412",403.09,273.2,4383008.52,37289.82,58.0,1990.0,219.0,11%,1.09,0.18,8.49826625253361,42.7584688351706,655.24,1886.73015873016,76.31,752.39,10.15,487.12460063897765,541.1204472843449,532.4099459459459,507.49891891891923,542.0108108108108,0.759,123º,0.644
CENTRO-OESTE,MS,TAQUARUSSU,5007976,0,Pequeno porte 1,"3,570","1,041.12",3.4,97498.39,27310.47,90.0,318.0,51.0,16%,1.0,0.19,5.07948955715196,39.5474727370597,1493.24,595.0,71.13,1576.74,9.67,440.77777777777777,482.0305555555555,489.48857142857145,462.6628571428569,457.1428571428572,0.496,124º,0.644
SUL,RS,BOA VISTA DO SUL,4302253,0,Pequeno porte 1,"2,859",92.93,29.4,57317.75,20041.17,75.0,81.0,11.0,14%,1.25,0.66,5.6409981386386105,46.486830205347786,935.69,571.8,76.11,919.72,11.01,475.1785714285714,542.1428571428571,525.35,528.3571428571428,500.0,0.68,125º,0.643
SUL,SC,PINHALZINHO,4212908,0,Pequeno porte 1,"19,105",128.16,127.4,846141.11,47355.11,74.0,324.0,53.0,16%,1.28,0.27,7.25901685017832,48.4418538729496,650.87,2285.5,78.17,728.63,11.03,492.9993421052634,538.2907894736842,523.1333333333336,514.8040000000002,547.4666666666667,0.8109999999999999,126º,0.643
SUDESTE,SP,GUARUJA,3518701,0,Grande porte,"313,421",143.58,"2,026.80",6746390.14,21997.93,40.0,5737.0,382.0,7%,0.99,0.2,8.02413489172375,41.538635324013796,680.25,1144.4037037037,76.23,1031.58,10.0,466.9972271126758,529.8984595070422,525.7031123139384,477.16436626071135,519.084348218313,0.735,127º,0.642
SUL,PR,PINHAIS,4119152,0,Grande porte,"128,256",60.87,"1,922.40",4947751.55,39732.04,62.0,2386.0,121.0,5%,1.06,0.2,8.263725102596402,40.5646850715245,428.32,2466.82352941176,75.15,501.73,10.42,472.2016650342795,535.2425073457392,520.4436804853393,487.0943377148637,520.9504550050556,0.735,128º,0.642
SUL,SC,SALTO VELOSO,4215406,0,Pequeno porte 1,"4,616",105.07,40.9,113239.61,25192.35,74.0,150.0,12.0,8%,1.14,0.25,6.80971587872278,54.9160469326276,738.08,1512.0,77.82,806.74,11.4,503.074074074074,532.574074074074,526.662962962963,505.9148148148149,525.1851851851852,0.8140000000000001,129º,0.642
SUDESTE,SP,CAMPINAS,3509502,0,Grande porte,"1,173,370",794.57,"1,359.60",51347710.76,44850.57,43.0,15758.0,729.0,5%,1.08,0.19,9.853676958031947,40.8789129996822,892.72,886.12202609363,76.59,635.95,10.1,502.16788514899264,559.2032452648077,547.1345565749243,528.0150703363904,562.6923547400612,0.8640000000000001,130º,0.642
SUL,PR,CASCAVEL,4104808,0,Grande porte,"316,226","2,100.83",136.2,8403194.54,27496.01,50.0,7224.0,108.0,1%,1.13,0.24,8.92507297180531,42.8708116570196,451.11,1530.98514851485,75.74,511.24,11.22,488.8330783242257,541.2064480874292,532.1203130823703,507.6931420052175,560.9910547894149,0.809,131º,0.6409999999999999
SUL,PR,SAO JORGE D'OESTE,4125209,0,Pequeno porte 1,"9,296",379.55,23.9,99873.02,16404.9,87.0,329.0,28.0,9%,1.17,0.35,6.2612663836191205,41.108272995404796,1009.85,,73.75,1010.65,10.18,466.6621621621622,508.11081081081085,500.0472222222223,479.9236111111112,488.0555555555555,0.6659999999999999,132º,0.6409999999999999
CENTRO-OESTE,MS,CHAPADAO DO SUL,5002951,0,Pequeno porte 2,"23,284","3,248.12",5.1,1120588.32,52716.2,71.0,918.0,76.0,8%,1.14,0.22,8.88662967763877,47.5226431417284,1090.62,914.5,76.02,994.46,10.72,467.1506787330314,520.4864253393666,516.1957943925229,489.0397196261685,488.31775700934577,0.742,133º,0.6409999999999999
SUL,SC,AGUA DOCE,4200408,0,Pequeno porte 1,"7,143","1,314.26",5.3,245357.43,34508.78,85.0,233.0,26.0,11%,1.11,0.29,6.47073425125723,46.52304082289111,643.32,,74.2,933.54,10.43,476.48125,501.5849999999999,501.6848101265824,485.9962025316455,533.6708860759494,0.609,134º,0.6409999999999999
SUL,RS,GUAPORE,4309407,0,Pequeno porte 2,"24,677",297.66,76.6,593146.33,24569.06,63.0,636.0,65.0,10%,1.31,0.28,7.675105993932131,46.919171539525394,602.99,,75.22,642.13,10.0,488.5129496402882,552.5539568345324,531.7640287769784,497.97697841726614,565.8992805755396,0.768,135º,0.6409999999999999
SUL,SC,VITOR MEIRELES,4219358,0,Pequeno porte 1,"5,089",370.52,14.1,84743.77,16328.28,75.0,145.0,8.0,6%,1.18,0.31,5.1960788190658205,50.0689953185884,691.84,1718.66666666667,75.44,857.93,9.96,466.8205882352941,507.9911764705881,492.2411764705881,472.85294117647067,557.0588235294117,0.5489999999999999,136º,0.6409999999999999
CENTRO-OESTE,MS,RIO BRILHANTE,5007208,0,Pequeno porte 2,"35,465","3,987.40",7.7,1447048.15,43374.14,68.0,824.0,70.0,8%,1.05,0.22,7.48686072315816,39.3086675361906,648.02,2839.83333333333,76.67,1080.91,9.83,472.386554621849,536.9222689075627,519.3110638297871,481.1863829787236,514.0425531914893,0.649,137º,0.6409999999999999
SUL,SC,RIO DAS ANTAS,4214409,0,Pequeno porte 1,"6,246",318,19.3,122668.43,19642.66,77.0,138.0,37.0,27%,1.14,0.34,5.8596550696198,53.1569136353132,612.97,3122.5,74.2,990.35,10.81,459.08928571428567,495.6785714285714,491.60333333333335,456.06,435.33333333333326,0.606,138º,0.6409999999999999
SUL,PR,CORONEL VIVIDA,4106506,0,Pequeno porte 2,"21,755",684.42,31.8,478419.81,21711.81,72.0,273.0,35.0,13%,1.15,0.27,7.12321327084847,41.0247619007145,820.66,843.807692307692,73.58,678.45,10.88,455.97818181818184,514.2824242424243,501.85766871165634,479.97239263803664,534.8466257668712,0.6679999999999999,139º,0.64
SUL,RS,SANTO ANTONIO DO PALMA,4317558,0,Pequeno porte 1,"2,197",126.09,17,62851.19,28568.72,83.0,84.0,31.0,37%,1.45,0.43,6.4991869842833205,48.7804130046629,1244.15,549.75,76.15,1041.17,10.9,465.35,529.6428571428572,504.6285714285714,474.9785714285714,482.8571428571428,0.7659999999999999,140º,0.64
SUDESTE,SP,ALTINOPOLIS,3501004,0,Pequeno porte 1,"16,199",928.96,16.8,335147.43,20768.88,72.0,591.0,33.0,6%,1.06,0.15,8.06297205066381,48.0371112627497,893.65,2019.875,75.57,1028.02,10.6,455.4643410852712,512.3550387596897,510.00708661417326,488.66692913385816,490.74015748031496,0.685,141º,0.64
SUL,RS,CASCA,4304903,0,Pequeno porte 1,"9,059",271.86,31.8,312839.59,34787.01,71.0,115.0,43.0,37%,1.35,0.39,7.92242457733304,48.9327208885176,669.5,819.636363636364,75.81,681.35,11.57,460.4918918918918,513.4067567567566,496.45616438356177,460.3808219178081,532.0547945205481,0.816,142º,0.64
SUL,SC,IBICARE,4206801,0,Pequeno porte 1,"3,290",155.79,21.7,72193.1,21492.44,88.0,96.0,8.0,8%,1.12,0.4,5.96866397104208,53.75301880640671,852.12,1668.0,74.53,822.39,10.38,471.26999999999987,525.5600000000002,519.5933333333334,496.4333333333333,548.6666666666666,0.632,143º,0.64
SUL,SC,SAO LOURENCO DO OESTE,4216909,0,Pequeno porte 2,"23,473",356.32,60.5,713375.42,31307.62,77.0,420.0,25.0,6%,1.25,0.29,7.1194562363448295,46.8653111633794,579.42,1438.5625,73.43,866.6,9.79,457.65999999999985,525.9629787234043,511.2600858369098,471.66266094420575,514.4206008583691,0.73,144º,0.639
SUL,SC,ZORTEA,4219853,0,Pequeno porte 1,"3,264",189.72,15.8,52610.73,16685.93,88.0,201.0,24.0,12%,1.31,0.22,7.10124392361459,45.221097193268,818.82,,78.07,1446.4,10.68,473.5615384615385,546.4076923076923,529.953846153846,490.9038461538461,554.6153846153846,0.759,145º,0.639
SUL,SC,PRINCESA,4214151,0,Pequeno porte 1,"2,891",86.18,32,53071.94,18634.81,81.0,118.0,19.0,16%,1.27,0.43,5.590877079021982,48.162143259038,812.2,,74.17,955.96,11.56,478.1064516129032,516.7935483870967,497.7275862068966,478.22068965517235,515.1724137931035,0.628,146º,0.639
SUL,PR,TOLEDO,4127700,0,Grande porte,"133,824","1,197.00",99.7,3959560.25,30826.17,52.0,3091.0,62.0,2%,1.18,0.23,8.394396330432519,44.928472465877284,494.13,1153.05309734513,76.3,505.14,11.59,496.9390804597693,549.0338742393519,532.8877253814145,519.8211511789189,555.3952843273231,0.7759999999999999,147º,0.639
SUL,SC,GAROPABA,4205704,0,Pequeno porte 2,"21,573",115.41,157.2,354626.0,17710.05,54.0,282.0,74.0,26%,1.05,0.34,8.30538214904535,41.836056170977294,599.5,733.75,77.07,646.31,10.89,476.0999999999996,532.7955999999998,521.9818930041155,478.67572016460923,526.8312757201646,0.74,148º,0.638
